basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.0130077856592834,0.11405167977405418,0.03922604486346245,0.9264236837625504,0.2729930377006531,0.046127845644950864,1.7919588088989258,100
