basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.012739460915327072,0.11286922040719105,0.03693476870656014,0.9279441684484482,0.26900713205337523,0.045129735767841336,1.7959827184677124,100
