basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.013029399327933788,0.11414639428354181,0.04800809040665627,0.9262693822383881,0.2701409065723419,0.04386958822607994,1.7700273990631104,100
