basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.01203769980929792,0.10971645186250747,0.03701734587550163,0.9318861067295074,0.2602021908760071,0.04162321552634239,1.7846806049346924,100
