basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.011876567266881466,0.1089796644648967,0.0345565414428711,0.9328229427337646,0.2581075930595398,0.04138560265302658,1.8367366790771484,100
