basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.009523750049993396,0.09758970258174474,0.03972205966711044,0.9460876882076263,0.23241329610347747,0.03212308704853058,1.7712743282318115,100
