basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.00933881034143269,0.09663752036053434,0.03934222504496574,0.9471342116594315,0.22894556641578676,0.031159005910158157,1.7934503555297852,100
