basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.01289397501386702,0.11355164029580118,0.03846269100904465,0.9270989298820496,0.2699305534362793,0.04508995831012726,1.785915493965149,100
